school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,F,16.0,U,LE3,A,3,0,services,at_home,course,other,3,4,1,no,yes,no,yes,yes,no,no,no,1,2,4,2,5,2,74,5,18,1.0
GP,M,17.0,U,GT3,T,1,1,services,at_home,reputation,mother,2,4,1,yes,yes,no,yes,no,no,yes,yes,5,5,1,5,4,1,46,6,18,11.0
MS,F,22.0,R,GT3,A,0,2,health,other,other,father,1,2,3,no,no,no,yes,yes,no,no,yes,5,3,2,1,2,5,11,1,6,16.0
GP,F,15.0,R,LE3,T,0,0,health,services,other,mother,4,3,0,yes,yes,no,yes,yes,yes,no,yes,1,2,4,5,4,2,0,14,4,14.0
MS,F,19.0,R,LE3,A,3,3,other,services,reputation,father,3,2,0,no,yes,no,no,no,yes,yes,no,2,1,2,5,5,4,3,15,13,1.0
GP,F,20.0,R,LE3,A,0,3,services,at_home,home,other,3,1,2,no,yes,yes,no,no,no,no,yes,5,5,2,3,3,3,29,17,17,19.0
MS,M,15.0,U,LE3,T,0,1,health,health,reputation,mother,3,2,1,yes,no,yes,yes,yes,yes,yes,yes,3,1,4,3,3,3,65,5,7,20.0
MS,M,21.0,R,LE3,T,4,4,health,services,course,other,3,1,0,yes,no,no,yes,no,no,no,yes,3,4,4,1,4,5,58,12,18,7.0
MS,F,20.0,R,GT3,T,1,0,services,services,reputation,mother,3,1,1,yes,no,no,no,no,no,no,no,3,3,4,4,2,3,7,17,0,8.0
GP,M,20.0,R,GT3,A,4,2,services,services,other,other,4,3,0,yes,yes,yes,yes,yes,yes,no,no,1,2,3,2,3,1,41,3,16,9.0
MS,F,18.0,R,GT3,T,2,2,other,at_home,home,mother,1,1,2,yes,no,no,no,no,yes,no,yes,1,3,4,3,4,5,63,13,0,17.0
GP,F,19.0,U,LE3,T,1,0,health,at_home,course,father,2,2,3,yes,yes,no,no,no,no,yes,no,3,5,3,3,1,2,20,5,7,6.0
MS,F,15.0,U,LE3,A,1,2,health,at_home,other,father,4,1,2,yes,no,no,no,yes,no,no,yes,3,2,3,5,1,5,16,10,3,3.0
MS,M,18.0,R,GT3,A,3,4,at_home,services,other,mother,2,4,1,yes,no,yes,no,no,yes,no,yes,3,5,2,5,4,2,76,13,8,5.0
GP,F,20.0,U,GT3,A,0,3,services,at_home,other,other,4,3,0,yes,yes,yes,yes,no,no,no,no,4,2,1,3,3,2,82,10,11,4.0
GP,M,15.0,R,GT3,A,3,1,services,other,reputation,other,3,3,3,no,no,no,no,no,no,yes,no,2,3,1,3,2,2,65,20,15,20.0
MS,M,15.0,R,LE3,T,0,3,other,health,course,other,2,3,2,no,yes,no,yes,no,yes,yes,yes,5,5,2,3,2,5,79,12,10,0.0
GP,M,20.0,R,GT3,A,1,2,teacher,teacher,course,father,2,4,0,no,no,yes,yes,yes,yes,yes,yes,3,5,2,1,5,5,78,14,14,16.0
MS,F,15.0,R,LE3,T,4,1,at_home,health,home,father,2,2,2,yes,no,no,no,no,no,yes,yes,1,1,2,3,4,4,85,12,18,6.0
MS,F,18.0,R,GT3,A,0,3,services,health,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,4,1,3,1,4,5,15,10,7,18.0
GP,M,17.0,U,GT3,A,4,1,health,health,course,father,1,3,2,no,yes,yes,yes,no,no,no,no,3,5,5,3,3,4,86,4,18,0.0
GP,M,21.0,U,GT3,A,4,1,at_home,at_home,reputation,mother,4,3,2,yes,no,yes,no,yes,yes,yes,no,3,4,5,2,4,3,53,17,18,8.0
GP,M,18.0,U,GT3,A,2,4,at_home,services,course,mother,3,3,0,yes,no,yes,no,no,yes,yes,yes,2,2,3,3,3,4,56,5,18,7.0
GP,M,16.0,R,LE3,T,2,1,health,health,reputation,other,4,4,1,yes,no,yes,no,no,yes,no,no,1,1,3,1,3,5,19,13,5,16.0
GP,M,17.0,U,GT3,T,0,1,services,health,course,other,3,2,0,no,yes,yes,yes,yes,no,yes,no,3,5,3,1,4,4,76,8,15,3.0
MS,M,20.0,U,GT3,T,1,4,teacher,services,home,other,4,1,2,yes,yes,no,no,yes,no,no,no,5,1,2,3,3,4,56,16,0,3.0
MS,F,19.0,U,LE3,A,4,4,services,health,other,father,3,1,3,no,yes,no,yes,no,yes,yes,no,5,5,4,5,3,4,45,0,2,17.0
MS,F,22.0,R,GT3,T,1,4,services,health,course,mother,4,1,2,yes,yes,yes,yes,yes,no,yes,yes,1,5,3,1,4,3,21,15,19,14.0
GP,M,15.0,R,GT3,A,3,3,services,teacher,other,father,2,2,2,no,yes,yes,yes,no,no,no,yes,3,2,5,2,5,1,93,16,12,12.0
MS,M,15.0,R,GT3,T,2,1,health,teacher,course,father,2,1,0,yes,no,yes,no,yes,no,no,yes,5,4,4,3,4,3,24,8,13,15.0
MS,M,19.0,R,LE3,T,4,3,teacher,other,other,mother,4,3,3,yes,yes,yes,no,no,no,yes,no,4,1,1,3,5,3,41,19,15,2.0
MS,F,18.0,U,LE3,A,4,0,services,at_home,reputation,mother,4,4,2,no,no,no,no,no,no,yes,yes,3,1,5,4,4,2,83,11,1,8.0
MS,M,21.0,R,GT3,A,4,1,at_home,services,home,father,1,3,3,no,yes,yes,yes,no,no,no,no,5,2,5,3,1,2,30,8,5,6.0
GP,M,17.0,U,GT3,T,0,1,services,other,other,father,4,2,3,yes,yes,yes,yes,yes,yes,no,no,2,2,2,4,1,3,20,2,10,1.0
MS,M,18.0,U,GT3,A,3,0,other,health,home,other,3,3,0,yes,no,yes,yes,no,no,yes,yes,5,5,5,1,5,1,79,9,9,20.0
GP,F,19.0,U,GT3,A,3,4,teacher,services,course,father,4,2,0,yes,no,no,yes,yes,no,no,no,2,3,5,3,4,2,59,9,2,6.0
GP,M,15.0,R,LE3,A,4,2,at_home,teacher,course,father,1,3,2,yes,no,yes,no,no,no,yes,yes,5,5,5,3,4,5,72,6,3,15.0
GP,F,22.0,U,LE3,T,4,2,other,at_home,reputation,father,2,2,1,yes,no,no,yes,yes,no,yes,no,1,2,4,4,1,5,43,9,6,1.0
GP,M,18.0,R,GT3,A,3,3,teacher,health,reputation,other,3,3,3,no,no,no,no,yes,yes,no,no,2,1,1,5,4,1,19,10,11,19.0
GP,F,22.0,U,GT3,A,3,0,teacher,at_home,course,father,2,1,3,no,yes,no,no,yes,no,no,no,5,4,5,4,3,2,21,17,3,20.0
GP,M,19.0,U,LE3,T,2,4,services,at_home,other,father,4,2,3,no,yes,no,yes,yes,no,no,yes,2,3,3,3,2,3,19,19,9,16.0
MS,M,16.0,U,LE3,A,4,0,at_home,services,other,father,2,2,1,no,yes,yes,yes,yes,no,yes,no,5,3,2,4,5,2,52,0,10,0.0
MS,M,16.0,U,GT3,A,0,3,health,at_home,course,other,4,4,2,yes,no,yes,no,yes,yes,yes,yes,4,4,4,3,1,1,84,5,14,10.0
GP,M,15.0,U,LE3,A,1,2,health,health,course,other,1,2,0,yes,yes,yes,no,no,no,yes,no,4,3,3,2,1,5,22,4,19,1.0
GP,F,15.0,R,GT3,T,3,3,teacher,teacher,course,father,3,2,0,yes,no,no,yes,yes,no,yes,yes,4,5,2,3,1,3,38,19,3,12.0
MS,F,15.0,R,LE3,T,2,1,health,at_home,course,father,3,4,0,yes,yes,no,no,yes,no,no,yes,4,2,5,2,5,4,87,20,8,9.0
MS,F,22.0,U,GT3,A,0,0,health,teacher,reputation,mother,3,3,3,no,no,no,yes,yes,no,yes,no,5,4,5,4,5,3,33,0,18,13.0
GP,F,22.0,U,GT3,T,0,1,at_home,teacher,course,mother,3,4,2,no,yes,no,no,no,yes,no,yes,1,3,3,4,1,2,29,16,10,0.0
GP,M,21.0,R,GT3,T,3,0,health,other,other,other,1,3,1,yes,no,yes,yes,no,yes,yes,no,5,2,4,4,5,5,70,9,3,4.0
MS,F,17.0,U,LE3,T,3,4,services,at_home,home,father,2,2,1,no,yes,no,yes,yes,no,yes,yes,1,2,4,1,1,3,51,16,6,4.0
MS,F,21.0,U,GT3,A,1,0,at_home,at_home,other,father,4,4,3,no,yes,no,no,no,yes,no,yes,5,1,4,1,4,3,17,5,12,11.0
MS,F,16.0,R,GT3,T,4,1,health,other,other,father,3,1,3,yes,yes,no,no,no,yes,no,yes,1,3,2,3,4,2,61,7,5,5.0
MS,M,21.0,U,GT3,T,4,3,at_home,health,home,other,1,1,3,yes,yes,no,yes,yes,yes,yes,no,3,4,5,1,1,1,75,5,13,9.0
GP,M,22.0,U,LE3,T,3,2,teacher,health,course,mother,3,4,0,no,no,no,yes,yes,yes,no,no,3,3,2,1,1,3,78,14,19,19.0
MS,F,21.0,U,GT3,T,1,4,services,at_home,reputation,other,2,4,3,no,no,yes,no,no,no,no,yes,2,2,3,2,1,3,51,0,18,14.0
GP,M,16.0,R,GT3,A,1,2,services,services,other,father,4,2,3,yes,yes,no,yes,no,yes,no,no,2,3,2,4,2,3,77,8,4,7.0
MS,F,21.0,R,GT3,A,0,2,services,health,other,other,4,1,0,yes,yes,no,no,no,yes,no,yes,2,2,2,5,1,1,59,13,12,0.0
GP,F,17.0,U,GT3,A,2,4,other,services,other,father,2,3,1,no,yes,yes,yes,yes,yes,no,no,1,5,3,3,4,2,89,6,7,9.0
GP,F,22.0,R,LE3,T,3,3,at_home,teacher,home,other,3,3,1,no,yes,yes,yes,yes,yes,no,no,5,3,1,2,4,2,67,1,14,7.0
GP,M,19.0,R,LE3,T,1,0,teacher,other,other,father,1,1,0,yes,no,no,no,no,no,no,no,4,3,5,3,3,1,63,2,6,15.0
MS,F,20.0,R,GT3,A,0,3,services,teacher,other,mother,4,1,0,yes,yes,no,yes,yes,yes,yes,no,1,2,5,3,3,1,0,4,15,9.0
GP,F,15.0,U,LE3,T,2,2,other,at_home,other,father,4,2,2,yes,yes,no,no,no,no,no,yes,2,1,1,5,2,4,76,7,9,20.0
GP,M,21.0,R,GT3,A,1,1,teacher,at_home,home,other,2,2,2,no,yes,yes,yes,yes,yes,no,yes,2,5,1,3,2,1,85,1,17,11.0
GP,F,15.0,R,LE3,T,2,4,health,health,home,father,3,4,1,yes,no,yes,no,no,no,no,no,1,4,1,4,2,4,68,7,18,8.0
GP,F,15.0,U,GT3,T,0,0,health,teacher,other,other,4,3,1,no,no,yes,yes,yes,no,yes,yes,3,1,2,4,2,5,39,19,17,19.0
GP,M,18.0,U,GT3,T,3,1,at_home,at_home,reputation,other,2,2,2,no,yes,yes,yes,no,yes,no,yes,5,4,1,3,5,2,81,15,11,9.0
MS,M,22.0,U,LE3,T,2,0,other,other,reputation,other,3,4,1,yes,yes,yes,no,yes,no,no,yes,2,3,2,2,2,5,38,13,19,13.0
MS,M,18.0,U,GT3,A,0,2,teacher,services,reputation,father,3,1,2,no,yes,yes,yes,no,no,yes,no,4,2,5,1,4,3,75,12,10,0.0
GP,M,20.0,U,GT3,A,0,3,at_home,teacher,reputation,other,4,4,3,yes,yes,no,yes,no,no,no,no,1,1,3,3,4,5,45,17,4,20.0
GP,M,22.0,R,GT3,A,2,0,health,services,home,father,1,1,2,yes,no,no,yes,yes,yes,yes,yes,5,2,5,2,4,4,36,14,12,19.0
GP,F,17.0,R,LE3,A,0,3,at_home,health,course,other,4,4,3,no,no,yes,no,no,no,yes,yes,2,4,5,1,2,2,48,14,1,4.0
GP,F,16.0,U,LE3,A,4,4,health,services,course,other,4,4,0,no,no,yes,yes,yes,yes,yes,yes,2,1,3,3,1,3,83,9,4,2.0
MS,F,18.0,U,LE3,A,2,2,at_home,services,reputation,mother,3,4,3,yes,no,no,yes,no,yes,no,yes,3,1,4,1,1,5,62,10,3,14.0
MS,M,18.0,R,LE3,T,4,2,other,teacher,course,father,2,1,2,yes,no,yes,yes,yes,no,yes,yes,5,1,4,3,4,4,15,15,15,9.0
GP,M,20.0,U,GT3,A,4,3,at_home,teacher,reputation,father,3,4,2,no,yes,yes,yes,yes,no,yes,yes,1,3,1,5,3,5,61,13,6,3.0
MS,M,16.0,R,GT3,A,2,4,other,services,reputation,mother,3,4,0,yes,no,no,yes,yes,no,no,no,2,1,5,4,1,4,54,13,13,7.0
GP,M,18.0,R,LE3,A,4,2,health,teacher,home,mother,3,3,3,no,yes,yes,no,yes,yes,yes,yes,1,1,2,1,5,2,18,10,20,3.0
GP,F,17.0,R,LE3,A,0,2,services,at_home,other,other,1,3,3,no,no,yes,yes,yes,no,no,yes,4,2,1,2,1,2,4,10,17,1.0
GP,F,17.0,R,GT3,T,0,2,other,at_home,reputation,father,3,1,3,no,yes,yes,no,no,yes,no,no,3,5,3,2,1,5,90,20,20,8.0
MS,F,18.0,U,LE3,A,3,1,health,health,course,father,4,2,0,yes,yes,no,no,no,no,no,yes,4,2,3,4,5,3,30,4,15,6.0
GP,M,18.0,U,LE3,A,1,4,other,health,reputation,mother,4,1,1,yes,yes,no,no,yes,yes,no,no,3,1,1,2,1,2,52,18,2,0.0
GP,F,20.0,U,GT3,A,1,4,health,other,reputation,mother,4,4,1,yes,no,no,yes,yes,yes,yes,yes,3,4,3,4,2,1,48,12,4,12.0
MS,M,18.0,R,GT3,T,0,3,other,at_home,reputation,mother,3,2,0,no,no,no,no,yes,no,yes,yes,2,4,5,1,5,2,65,6,8,3.0
MS,F,22.0,R,LE3,A,4,3,at_home,health,home,mother,3,3,1,yes,no,no,no,no,yes,yes,no,1,3,4,5,3,1,30,4,4,16.0
GP,M,16.0,R,LE3,T,3,3,at_home,health,other,other,1,3,3,no,no,yes,no,yes,yes,yes,no,4,3,3,3,3,4,11,4,7,19.0
GP,F,22.0,U,GT3,T,1,1,at_home,at_home,other,other,2,3,2,yes,no,yes,yes,no,no,yes,no,3,2,2,5,1,1,57,11,18,14.0
GP,M,18.0,R,GT3,A,0,0,health,health,home,father,4,4,3,yes,yes,no,yes,no,yes,yes,no,4,3,4,2,4,3,2,10,3,8.0
GP,F,17.0,R,GT3,T,2,1,at_home,services,reputation,mother,1,4,0,yes,yes,no,yes,yes,no,no,no,3,3,3,5,5,1,44,11,6,10.0
MS,F,18.0,U,GT3,T,0,1,at_home,services,course,father,1,3,0,no,no,yes,yes,yes,no,no,yes,3,2,2,5,5,5,82,4,17,11.0
MS,M,21.0,R,GT3,T,1,2,at_home,services,reputation,other,1,3,2,no,yes,no,no,yes,no,no,yes,2,4,5,2,5,1,77,4,14,15.0
MS,F,16.0,U,GT3,A,0,4,at_home,other,course,father,4,2,1,no,yes,yes,yes,yes,yes,yes,no,5,1,1,5,2,3,84,1,20,9.0
GP,F,22.0,R,LE3,T,3,1,services,health,reputation,mother,4,4,3,yes,yes,yes,yes,no,yes,no,no,4,2,2,5,1,4,45,17,1,12.0
GP,F,15.0,U,LE3,T,2,0,teacher,other,reputation,father,2,1,1,no,no,no,yes,no,yes,no,yes,4,1,2,3,1,5,45,0,8,12.0
GP,F,16.0,U,GT3,T,1,2,other,health,course,mother,3,2,3,no,no,yes,no,no,no,yes,no,4,4,4,4,2,2,65,7,16,13.0
GP,F,18.0,U,LE3,T,1,4,other,teacher,other,father,3,2,3,yes,yes,yes,yes,no,no,yes,yes,3,2,2,5,2,4,38,5,2,19.0
GP,F,16.0,U,GT3,A,4,3,services,health,other,other,4,2,0,yes,no,yes,no,no,no,no,yes,3,1,1,5,2,5,73,12,18,13.0
GP,M,22.0,U,LE3,T,2,1,teacher,services,reputation,mother,4,3,0,no,yes,yes,yes,no,no,no,no,2,2,3,2,1,4,81,8,15,19.0
GP,F,19.0,R,LE3,T,3,2,at_home,health,course,father,4,4,2,no,yes,no,yes,yes,no,yes,no,1,1,2,2,4,2,35,7,16,3.0
GP,M,17.0,U,LE3,T,4,3,at_home,at_home,course,father,3,3,1,yes,no,yes,no,yes,yes,yes,no,1,5,4,1,1,1,62,19,9,9.0
MS,M,21.0,U,GT3,A,2,3,services,health,home,father,4,3,3,yes,yes,yes,yes,yes,yes,yes,no,4,2,5,5,3,2,93,8,7,9.0
MS,F,22.0,R,GT3,A,3,2,services,health,home,mother,4,3,0,yes,no,yes,yes,yes,no,no,no,3,5,5,1,5,2,60,18,0,0.0
MS,M,20.0,U,GT3,A,3,0,at_home,at_home,course,father,4,4,1,yes,yes,yes,no,yes,no,yes,yes,2,2,1,4,1,5,0,15,18,9.0
GP,F,17.0,U,LE3,A,2,2,other,services,other,other,4,2,1,no,no,no,no,no,yes,yes,yes,1,4,1,2,5,4,0,3,5,11.0
GP,M,17.0,U,GT3,A,0,4,at_home,other,reputation,mother,4,4,1,no,yes,no,no,yes,yes,no,no,5,3,2,4,3,4,13,16,6,9.0
MS,M,18.0,U,LE3,A,1,1,other,services,reputation,father,3,4,2,no,yes,yes,no,no,no,yes,yes,2,2,4,4,4,3,49,8,2,16.0
GP,F,15.0,U,GT3,T,2,4,health,health,reputation,father,1,3,0,yes,no,no,yes,no,no,yes,no,5,1,4,2,2,4,90,6,11,16.0
GP,F,22.0,U,GT3,T,1,1,services,other,other,father,3,2,1,yes,yes,yes,yes,no,yes,yes,no,3,5,5,5,2,4,93,5,11,20.0
GP,F,18.0,U,LE3,A,1,0,services,other,other,father,3,1,0,yes,no,yes,yes,no,yes,yes,no,3,1,4,1,5,4,15,6,6,2.0
GP,F,17.0,U,LE3,T,4,3,services,health,course,other,4,2,0,yes,yes,no,yes,yes,yes,yes,no,5,3,4,4,3,3,80,6,0,20.0
MS,F,22.0,R,GT3,A,2,0,other,health,course,mother,4,2,3,yes,yes,no,no,yes,yes,yes,yes,5,2,5,2,3,2,19,14,10,0.0
MS,F,18.0,R,LE3,T,4,3,other,at_home,other,father,4,2,2,yes,yes,yes,yes,no,no,no,yes,5,4,5,2,4,5,23,20,10,0.0
MS,M,16.0,U,GT3,T,4,2,health,at_home,home,mother,2,1,3,yes,no,yes,yes,yes,no,no,no,2,1,2,1,1,5,39,12,6,14.0
GP,F,20.0,U,LE3,T,0,4,at_home,other,other,other,4,4,0,yes,no,yes,yes,yes,yes,no,yes,2,4,3,1,2,4,43,7,11,3.0
GP,F,18.0,R,GT3,A,0,2,teacher,other,course,mother,1,1,3,no,no,yes,yes,yes,no,yes,no,3,3,5,2,1,4,24,12,12,0.0
MS,M,22.0,R,GT3,A,0,1,health,at_home,home,mother,4,4,2,no,no,yes,yes,no,yes,yes,no,1,5,2,3,2,2,22,3,14,8.0
GP,M,17.0,R,LE3,A,1,2,teacher,other,other,other,1,3,0,yes,no,yes,yes,no,yes,yes,no,1,1,4,1,3,1,71,3,11,11.0
MS,M,18.0,R,GT3,T,2,3,at_home,services,home,other,4,4,0,no,yes,no,no,no,no,yes,yes,4,2,1,2,2,1,81,8,13,13.0
GP,M,16.0,U,LE3,T,2,3,services,services,other,mother,1,4,1,yes,no,yes,yes,no,yes,no,yes,1,4,1,4,4,3,10,13,18,1.0
GP,F,22.0,R,GT3,T,4,4,at_home,teacher,reputation,mother,4,4,2,yes,no,no,no,no,no,yes,yes,4,2,4,2,4,5,61,14,11,16.0
GP,F,20.0,R,GT3,T,0,3,services,other,other,other,1,3,1,no,yes,yes,no,no,no,yes,yes,3,3,4,1,3,5,13,11,14,3.0
GP,M,16.0,U,LE3,A,1,4,at_home,at_home,reputation,other,1,1,2,no,no,no,no,no,yes,no,no,1,3,3,3,3,2,61,5,10,0.0
MS,F,21.0,R,LE3,A,4,1,at_home,health,home,other,1,4,0,no,no,yes,no,yes,yes,yes,no,3,5,5,4,3,5,27,18,2,16.0
MS,M,17.0,R,GT3,T,2,2,other,at_home,other,mother,1,4,2,no,no,no,no,yes,no,yes,yes,2,4,1,4,2,1,1,9,7,16.0
MS,F,17.0,R,LE3,A,4,4,other,at_home,home,mother,1,4,0,no,yes,no,yes,yes,no,yes,no,5,2,5,1,4,4,70,15,17,1.0
MS,M,15.0,R,LE3,A,1,0,services,at_home,course,mother,1,3,2,yes,no,yes,yes,no,yes,no,yes,3,3,3,4,1,3,67,1,5,19.0
GP,F,20.0,R,LE3,T,1,0,at_home,health,home,other,3,2,2,yes,yes,yes,yes,yes,yes,no,yes,3,1,4,5,5,2,56,17,15,8.0
GP,F,20.0,U,LE3,A,1,2,other,teacher,home,father,1,1,3,yes,no,no,yes,yes,no,no,yes,1,1,1,3,2,1,17,10,14,17.0
MS,F,16.0,U,GT3,T,2,2,at_home,teacher,home,mother,4,2,0,yes,no,no,no,yes,no,no,no,4,5,5,1,1,5,46,6,10,19.0
MS,F,20.0,R,GT3,T,2,0,other,services,course,mother,3,3,0,yes,no,no,yes,no,yes,yes,yes,1,5,2,1,3,1,60,9,12,8.0
MS,F,21.0,R,GT3,T,4,2,at_home,at_home,other,other,2,3,1,yes,no,no,yes,yes,yes,no,yes,1,4,1,2,2,3,45,16,11,11.0
GP,F,15.0,R,LE3,T,1,0,at_home,teacher,other,mother,3,2,0,yes,yes,yes,yes,no,no,yes,no,1,3,4,4,2,1,30,7,17,1.0
GP,F,22.0,R,LE3,A,3,1,services,health,other,father,1,2,2,no,no,no,no,yes,no,yes,no,3,5,2,3,1,3,67,2,20,2.0
MS,F,17.0,R,GT3,T,1,1,other,health,reputation,father,1,2,1,no,no,yes,no,no,yes,yes,yes,1,3,4,5,1,5,93,12,1,0.0
MS,M,15.0,R,GT3,A,4,1,services,other,other,father,3,4,2,yes,yes,yes,no,yes,no,no,yes,1,3,5,3,5,5,89,5,8,17.0
GP,F,15.0,U,LE3,T,4,3,services,teacher,home,father,4,4,2,no,no,no,no,no,no,yes,yes,3,1,3,3,3,4,15,14,17,13.0
GP,F,15.0,R,GT3,T,4,2,at_home,at_home,reputation,father,1,4,1,yes,yes,yes,yes,no,yes,no,no,5,3,3,1,2,1,66,3,18,3.0
MS,F,22.0,R,LE3,A,4,3,health,other,home,father,3,1,0,yes,no,yes,no,no,yes,no,yes,1,2,3,5,1,1,15,11,11,11.0
MS,F,16.0,U,LE3,A,4,4,at_home,other,other,father,2,4,1,yes,yes,yes,yes,yes,no,yes,no,1,4,3,1,5,4,47,3,16,3.0
MS,F,20.0,R,GT3,A,3,3,services,at_home,other,father,4,3,0,yes,yes,no,no,yes,no,yes,yes,4,5,3,1,4,1,18,6,10,0.0
GP,M,19.0,R,LE3,T,1,4,teacher,other,home,other,4,3,0,no,no,no,no,yes,yes,no,yes,5,1,4,2,1,4,20,14,6,2.0
GP,M,19.0,R,GT3,A,2,2,services,other,home,other,4,4,2,no,no,no,yes,yes,no,no,yes,4,4,3,2,1,5,61,5,12,0.0
GP,F,20.0,U,GT3,A,3,2,other,other,home,mother,4,3,2,yes,yes,yes,no,yes,yes,no,no,1,4,5,2,4,5,67,14,11,18.0
GP,F,18.0,U,LE3,T,2,3,services,services,course,mother,2,1,3,yes,yes,no,yes,yes,yes,no,yes,4,4,2,5,2,4,3,2,20,18.0
GP,F,22.0,R,LE3,T,4,4,other,health,course,mother,3,2,1,no,no,no,yes,no,yes,no,no,4,3,2,2,2,1,45,9,15,1.0
GP,F,18.0,U,LE3,T,0,3,other,other,course,mother,4,1,0,yes,no,yes,yes,yes,yes,yes,no,1,5,2,1,1,5,7,7,7,12.0
MS,M,20.0,R,GT3,T,4,0,services,teacher,reputation,other,2,2,1,yes,yes,no,no,yes,yes,yes,yes,2,4,1,4,1,1,39,2,0,6.0
GP,M,19.0,U,LE3,T,4,3,teacher,at_home,other,father,1,4,0,yes,yes,no,yes,yes,no,no,yes,4,1,1,4,4,2,8,17,11,0.0
GP,F,18.0,R,LE3,T,2,4,services,services,other,other,1,2,0,yes,yes,yes,no,no,yes,yes,no,5,5,3,1,5,4,74,6,14,2.0
GP,M,19.0,U,LE3,A,3,1,health,health,other,mother,2,4,1,yes,no,no,yes,no,yes,yes,no,2,5,3,5,5,5,10,8,3,6.0
GP,F,15.0,R,LE3,T,0,1,teacher,health,home,father,4,2,1,no,yes,yes,no,yes,yes,yes,yes,3,4,2,4,3,3,93,11,8,17.0
GP,F,18.0,U,GT3,A,1,3,at_home,at_home,home,other,4,3,3,no,no,yes,yes,no,yes,yes,no,3,1,1,4,2,3,13,10,4,3.0
GP,M,22.0,R,GT3,T,0,0,services,at_home,reputation,father,4,4,2,yes,no,no,no,no,no,no,no,4,5,4,5,5,1,64,1,7,0.0
MS,F,18.0,U,GT3,A,2,2,other,teacher,reputation,mother,3,4,2,yes,yes,yes,yes,no,yes,no,no,1,3,1,1,5,3,82,7,17,3.0
MS,M,17.0,R,LE3,A,2,4,at_home,health,other,other,4,1,1,yes,no,no,no,no,yes,no,no,3,1,5,1,2,1,92,0,17,13.0
MS,M,20.0,U,GT3,A,0,4,at_home,teacher,other,father,3,3,3,no,yes,yes,yes,no,no,no,yes,2,4,5,5,5,3,37,9,15,19.0
MS,F,15.0,R,GT3,A,2,4,teacher,at_home,course,father,4,4,1,no,no,no,yes,yes,yes,yes,yes,2,2,1,4,4,3,40,15,1,1.0
MS,M,16.0,U,LE3,T,4,3,at_home,services,home,mother,2,2,0,no,no,no,yes,no,yes,no,no,2,5,4,5,3,4,3,20,10,20.0
GP,F,18.0,R,GT3,T,2,2,at_home,services,reputation,father,4,3,0,no,yes,no,no,no,yes,yes,yes,5,2,1,2,4,3,69,20,1,12.0
MS,M,15.0,U,GT3,T,2,4,other,other,course,other,3,1,1,no,no,yes,yes,yes,no,no,yes,5,3,4,2,2,3,28,14,0,10.0
GP,M,17.0,R,GT3,T,1,3,teacher,services,reputation,mother,3,4,0,yes,no,no,no,yes,yes,no,no,5,1,4,5,4,4,8,6,8,16.0
MS,M,18.0,U,LE3,T,2,3,services,at_home,home,mother,4,2,2,no,no,no,yes,yes,yes,yes,no,2,2,4,4,1,4,46,19,18,19.0
GP,M,21.0,R,GT3,T,4,1,health,teacher,other,mother,2,3,1,no,yes,no,no,no,no,no,no,4,4,5,2,4,5,4,14,3,17.0
GP,M,16.0,U,LE3,T,3,0,other,services,reputation,other,2,3,0,no,no,no,yes,no,yes,yes,yes,2,3,5,4,2,5,8,11,18,13.0
MS,M,15.0,U,LE3,T,3,0,other,other,other,other,2,2,1,no,no,yes,no,no,yes,no,yes,1,3,3,3,5,3,7,17,10,18.0
MS,M,16.0,R,LE3,A,0,1,services,teacher,reputation,other,3,2,2,no,no,yes,yes,no,yes,no,yes,5,3,2,1,5,2,20,18,10,8.0
GP,M,18.0,R,LE3,A,4,4,teacher,teacher,home,mother,1,4,0,no,no,no,yes,yes,yes,no,yes,5,2,5,1,5,2,31,4,4,9.0
GP,M,15.0,R,LE3,A,3,2,services,at_home,other,mother,4,4,2,yes,no,yes,no,yes,yes,yes,yes,2,2,5,5,5,4,75,12,6,6.0
MS,F,16.0,R,GT3,A,2,3,other,health,home,mother,3,2,2,yes,no,yes,no,yes,no,yes,no,1,1,3,1,2,2,73,15,10,0.0
GP,M,19.0,R,LE3,T,2,1,other,services,home,mother,1,3,0,no,yes,yes,yes,yes,no,no,no,5,2,5,5,2,1,67,5,1,19.0
MS,M,15.0,U,GT3,T,4,1,services,other,course,father,3,3,3,yes,yes,yes,no,yes,no,no,yes,1,4,2,3,1,5,72,19,18,0.0
MS,M,16.0,R,LE3,T,3,1,teacher,health,other,other,2,1,0,no,no,yes,no,yes,yes,yes,no,5,1,2,4,1,2,10,7,16,11.0
GP,M,16.0,R,GT3,T,2,3,other,at_home,reputation,other,4,3,3,yes,yes,yes,yes,no,no,no,no,3,5,4,3,4,4,46,19,12,7.0
MS,M,19.0,R,LE3,A,0,4,at_home,services,course,other,4,3,2,no,no,yes,yes,no,no,yes,yes,4,3,3,3,1,5,55,9,12,18.0
MS,M,19.0,U,LE3,A,1,3,at_home,health,other,father,4,3,0,no,no,no,no,yes,yes,yes,yes,3,4,1,4,4,1,34,9,12,0.0
